Site,DBH(cm),Total.height(m),Dry.total.AGB(kg),Wood.specific.gravity
SouthAfrica,16.6,5.4,38.81,0.43
SouthAfrica,16.6,4.4,20.50,0.43
SouthAfrica,17.2,3.8,13.65,0.43
SouthAfrica,18.5,4.5,48.04,0.43
SouthAfrica,19.1,4.1,40.95,0.43
SouthAfrica,20.7,5.0,49.30,0.43
SouthAfrica,21.6,5.2,78.24,0.43
SouthAfrica,29.3,7.5,201.30,0.43
SouthAfrica,5.1,3.2,2.16,0.60
SouthAfrica,5.8,3.7,7.07,0.60
SouthAfrica,5.9,3.6,3.30,0.60
SouthAfrica,5.9,3.3,2.79,0.60
SouthAfrica,6.5,3.2,2.79,0.60
SouthAfrica,7.1,3.4,3.14,0.60
SouthAfrica,7.2,3.0,7.07,0.60
SouthAfrica,7.8,3.8,5.74,0.60
SouthAfrica,8.6,3.7,8.84,0.60
SouthAfrica,8.9,3.8,8.45,0.60
SouthAfrica,9.1,4.0,10.54,0.60
SouthAfrica,9.7,3.4,7.23,0.60
SouthAfrica,10.7,5.0,14.54,0.60
SouthAfrica,11.0,4.3,13.05,0.60
SouthAfrica,11.5,3.8,13.56,0.60
SouthAfrica,12.1,4.9,14.74,0.60
SouthAfrica,12.7,4.2,22.13,0.60
SouthAfrica,13.2,3.7,24.01,0.60
SouthAfrica,13.7,5.4,29.55,0.60
SouthAfrica,16.2,5.2,77.48,0.60
SouthAfrica,16.9,4.9,37.62,0.60
SouthAfrica,5.0,3.4,4.16,0.73
SouthAfrica,5.0,2.4,3.56,0.73
SouthAfrica,5.1,2.4,2.11,0.73
SouthAfrica,5.2,2.9,5.63,0.73
SouthAfrica,5.3,2.4,3.70,0.73
SouthAfrica,5.3,1.9,2.74,0.73
SouthAfrica,5.5,1.9,5.08,0.73
SouthAfrica,5.6,2.4,4.79,0.73
SouthAfrica,6.0,2.7,8.83,0.73
SouthAfrica,6.1,3.1,4.11,0.73
SouthAfrica,6.3,2.9,5.14,0.73
SouthAfrica,6.3,2.5,4.20,0.73
SouthAfrica,6.6,2.7,1.72,0.73
SouthAfrica,7.0,2.8,6.70,0.73
SouthAfrica,7.0,2.1,3.06,0.73
SouthAfrica,7.1,2.1,4.07,0.73
SouthAfrica,7.1,2.2,2.50,0.73
SouthAfrica,7.4,2.7,2.78,0.73
SouthAfrica,7.5,2.5,3.80,0.73
SouthAfrica,7.8,2.1,4.34,0.73
SouthAfrica,7.9,2.3,5.19,0.73
SouthAfrica,8.0,3.2,6.90,0.73
SouthAfrica,8.4,2.0,8.32,0.73
SouthAfrica,10.9,2.2,13.46,0.73
SouthAfrica,10.9,2.2,12.83,0.73
SouthAfrica,5.1,2.2,2.08,0.56
SouthAfrica,5.8,3.6,2.92,0.56
SouthAfrica,6.0,2.9,4.41,0.56
SouthAfrica,6.1,3.8,2.62,0.56
SouthAfrica,6.3,2.1,3.07,0.56
SouthAfrica,7.2,3.5,6.54,0.56
SouthAfrica,7.5,4.3,6.40,0.56
SouthAfrica,8.0,3.7,7.22,0.56
SouthAfrica,8.1,3.2,4.70,0.56
SouthAfrica,8.2,3.5,6.44,0.56
SouthAfrica,9.8,4.6,21.01,0.56
SouthAfrica,11.1,4.9,14.18,0.53
SouthAfrica,12.4,3.7,18.98,0.56
SouthAfrica,12.4,3.4,16.86,0.56
SouthAfrica,14.0,3.8,24.25,0.62
SouthAfrica,15.6,3.8,42.01,0.52
SouthAfrica,15.6,6.4,30.49,0.56
SouthAfrica,20.7,7.5,75.56,0.56
SouthAfrica,24.5,5.7,134.13,0.61
SouthAfrica,24.8,6.7,187.56,0.56
SouthAfrica,24.8,6.3,112.35,0.56
SouthAfrica,40.1,9.3,491.50,0.54
SouthAfrica,8.6,1.2,7.30,0.66
SouthAfrica,11.8,3.5,30.61,0.67
SouthAfrica,14.6,6.0,45.16,0.74
SouthAfrica,19.4,3.6,24.55,0.77
SouthAfrica,21.3,8.6,96.46,0.93
SouthAfrica,22.6,7.9,175.36,0.85
SouthAfrica,22.9,6.4,148.10,0.71
SouthAfrica,27.4,7.6,300.10,0.76
SouthAfrica,8.0,2.6,3.38,0.62
SouthAfrica,8.0,2.0,3.10,0.51
SouthAfrica,8.8,4.5,9.31,0.51
SouthAfrica,11.5,2.3,8.96,0.51
SouthAfrica,15.0,4.1,9.72,0.51
SouthAfrica,24.8,4.5,93.15,0.45
SouthAfrica,26.4,5.5,106.51,0.45
SouthAfrica,30.9,8.0,136.02,0.49
SouthAfrica,30.9,5.5,130.38,0.45
SouthAfrica,35.0,7.0,232.20,0.48
SouthAfrica,40.7,6.7,313.50,0.51
SouthAfrica,42.7,6.5,444.36,0.65
SouthAfrica,57.9,10.1,834.32,0.47
SouthAfrica,5.1,2.0,1.84,0.74
SouthAfrica,6.7,2.2,3.92,0.90
SouthAfrica,8.6,3.3,11.03,0.80
SouthAfrica,8.6,3.0,9.33,0.72
SouthAfrica,8.9,3.2,7.44,0.75
SouthAfrica,9.9,2.2,27.09,0.71
SouthAfrica,10.5,3.7,26.29,0.75
SouthAfrica,10.8,3.1,18.41,0.79
SouthAfrica,11.5,4.3,31.49,0.73
SouthAfrica,13.4,3.6,40.22,0.78
SouthAfrica,13.4,3.3,20.08,0.73
SouthAfrica,22.0,5.4,94.45,0.60
SouthAfrica,22.3,3.4,82.47,0.78
SouthAfrica,23.9,5.6,102.08,0.76
SouthBrazil1,69.1,30.4,3804.47,0.59
SouthBrazil1,33.5,30.2,582.11,0.45
SouthBrazil1,55.1,29.0,2893.07,0.45
SouthBrazil1,60.0,34.1,3089.50,0.45
SouthBrazil1,16.4,18.2,134.39,0.64
SouthBrazil1,13.5,15.0,35.57,0.28
SouthBrazil1,16.0,16.9,106.38,0.75
SouthBrazil1,16.2,17.6,135.19,0.75
SouthBrazil1,7.0,12.2,16.44,0.79
SouthBrazil1,8.2,9.0,19.45,0.79
SouthBrazil1,11.1,15.1,56.27,0.79
SouthBrazil1,12.0,14.1,71.59,0.79
SouthBrazil1,13.6,20.9,125.11,0.79
SouthBrazil1,33.9,29.0,1067.30,0.79
SouthBrazil1,82.4,45.9,9879.02,0.79
SouthBrazil1,22.4,20.4,297.54,0.53
SouthBrazil1,10.9,15.5,40.00,0.64
SouthBrazil1,74.3,35.2,6385.74,0.64
SouthBrazil1,7.6,12.0,21.62,0.84
SouthBrazil1,7.8,15.7,30.03,0.84
SouthBrazil1,13.4,19.4,137.12,0.84
SouthBrazil1,17.8,20.4,283.12,0.84
SouthBrazil1,6.8,10.5,14.55,0.66
SouthBrazil1,11.9,14.8,74.51,0.66
SouthBrazil1,12.4,15.2,71.66,0.66
SouthBrazil1,13.2,17.0,94.61,0.66
SouthBrazil1,13.4,17.1,126.28,0.66
SouthBrazil1,45.0,27.9,1151.28,0.57
SouthBrazil1,23.6,24.5,368.53,0.62
SouthBrazil1,5.8,8.5,10.97,0.67
SouthBrazil1,6.2,8.6,14.06,0.67
SouthBrazil1,6.8,8.8,22.42,0.67
SouthBrazil1,8.9,12.6,34.50,0.67
SouthBrazil1,9.8,11.3,41.50,0.67
SouthBrazil1,10.2,15.3,44.52,0.67
SouthBrazil1,12.4,11.9,65.45,0.67
SouthBrazil1,14.8,19.5,103.53,0.67
SouthBrazil1,15.4,13.3,112.00,0.67
SouthBrazil1,27.6,25.8,798.44,0.79
SouthBrazil1,25.7,24.8,526.62,0.86
SouthBrazil1,15.4,19.9,126.45,0.59
SouthBrazil1,24.4,23.2,207.01,0.22
SouthBrazil1,12.0,18.5,76.82,0.54
SouthBrazil1,10.6,14.7,56.90,0.59
SouthBrazil1,43.4,30.9,1707.82,0.59
SouthBrazil1,11.6,17.3,64.35,1.08
SouthBrazil1,24.6,28.2,659.23,0.90
SouthBrazil1,10.7,13.1,49.97,0.76
SouthBrazil1,59.7,37.3,5617.86,0.76
SouthBrazil1,11.7,22.6,98.50,0.74
SouthBrazil1,12.2,15.3,76.31,0.74
SouthBrazil1,13.7,15.8,96.39,0.63
SouthBrazil1,18.2,18.8,181.39,0.63
SouthBrazil1,21.9,19.2,316.88,0.63
SouthBrazil1,49.0,30.1,2227.80,0.41
SouthBrazil1,19.2,24.6,193.19,0.60
SouthBrazil1,36.5,28.5,1047.89,0.55
SouthBrazil1,6.3,10.4,13.13,0.76
SouthBrazil1,6.5,12.1,15.62,0.62
SouthBrazil1,9.3,13.1,43.60,0.56
SouthBrazil1,29.0,28.2,521.16,0.56
SouthBrazil1,22.9,21.4,197.81,0.56
SouthBrazil1,8.4,13.4,24.75,0.56
SouthBrazil1,14.7,13.5,132.43,0.65
SouthBrazil1,16.6,18.4,176.33,0.73
SouthBrazil1,19.3,24.4,348.48,0.79
SouthBrazil1,12.6,16.7,64.84,0.67
SouthBrazil1,28.6,31.9,601.51,0.67
SouthBrazil1,46.5,29.4,2571.83,0.55
SouthBrazil1,13.4,18.8,109.33,0.64
SouthBrazil1,50.6,35.0,2369.92,0.64
SouthBrazil1,45.4,29.5,1942.14,0.59
SouthBrazil1,12.4,17.0,84.74,0.58
SouthBrazil1,14.1,16.5,138.07,0.53
SouthBrazil1,20.0,19.6,369.82,0.58
SouthBrazil1,31.4,25.0,893.94,0.58
SouthBrazil1,8.5,13.2,30.54,0.57
SouthBrazil1,13.4,15.9,74.90,0.61
SouthBrazil1,34.6,26.8,903.96,0.65
SouthBrazil1,10.4,14.0,49.26,0.60
SouthBrazil1,16.3,17.4,148.01,0.60
SouthBrazil1,11.6,13.6,47.18,0.62
SouthBrazil1,5.7,9.0,9.59,0.62
SouthBrazil1,9.5,11.7,43.22,0.75
SouthBrazil1,9.2,16.2,48.08,1.05
SouthBrazil1,9.9,13.8,55.53,1.05
SouthBrazil1,13.9,15.2,124.37,1.05
SouthBrazil1,5.8,8.3,12.07,0.62
SouthBrazil1,6.0,8.9,18.21,0.65
SouthBrazil1,12.5,15.9,76.88,0.65
SouthBrazil1,29.0,22.8,399.65,0.89
SouthBrazil1,5.6,7.0,9.36,0.51
SouthBrazil1,9.4,15.3,26.77,0.51
SouthBrazil1,44.2,32.8,1575.88,0.45
SouthBrazil1,8.7,14.6,31.20,0.74
SouthBrazil1,10.9,13.6,37.53,0.44
SouthBrazil1,42.7,27.6,1053.73,0.44
SouthBrazil1,18.3,17.3,152.12,0.40
SouthBrazil1,7.3,13.2,32.50,0.71
SouthBrazil1,49.2,27.5,2790.78,0.77
SouthBrazil1,16.6,18.3,159.90,0.68
SouthBrazil1,20.8,22.3,337.23,0.68
SouthBrazil1,21.2,15.9,241.14,0.68
SouthBrazil1,21.8,23.5,459.44,0.68
SouthBrazil1,45.2,25.7,1865.39,0.68
SouthBrazil1,6.3,10.2,14.80,0.56
SouthBrazil1,7.5,6.9,11.87,0.56
SouthBrazil1,9.3,13.6,35.97,0.56
SouthBrazil1,10.2,16.3,57.16,0.56
SouthBrazil1,12.2,16.6,88.66,0.56
SouthBrazil1,26.7,25.2,569.77,0.57
SouthBrazil1,6.5,10.8,14.78,0.80
SouthBrazil1,7.9,10.1,24.06,0.62
SouthBrazil1,9.1,13.5,35.94,0.62
SouthBrazil1,9.2,17.9,44.19,0.62
SouthBrazil1,9.7,14.6,42.31,0.62
SouthBrazil1,8.9,15.3,37.89,0.66
SouthBrazil1,15.2,18.0,145.85,0.66
SouthBrazil1,8.3,10.1,37.88,0.37
SouthBrazil1,9.7,12.5,31.97,0.65
SouthBrazil1,19.9,18.7,234.83,0.65
SouthBrazil1,31.5,23.7,258.03,0.46
SouthBrazil1,59.2,30.3,3760.91,0.46
SouthBrazil1,49.2,28.2,1479.68,0.51
SouthBrazil1,5.8,9.9,10.74,0.54
SouthBrazil1,6.7,12.7,10.72,0.54
SouthBrazil1,18.6,18.3,166.16,0.54
SouthBrazil1,19.1,24.7,192.98,0.54
SouthBrazil1,6.4,8.2,8.23,0.38
SouthBrazil1,95.0,35.8,4566.39,0.36
SouthBrazil1,70.5,39.4,4405.57,0.51
SouthBrazil1,6.3,9.4,13.93,0.69
SouthBrazil1,9.3,14.8,40.43,0.84
SouthBrazil1,13.4,15.4,85.25,0.71
SouthBrazil1,16.5,17.8,183.89,0.71
SouthBrazil1,16.6,16.0,133.70,0.71
SouthBrazil1,20.7,19.6,306.85,0.71
SouthBrazil1,28.2,20.9,666.14,0.71
SouthBrazil1,45.2,24.9,1877.75,0.71
SouthBrazil1,15.8,16.3,119.55,0.53
SouthBrazil1,17.3,15.5,147.38,0.53
SouthBrazil1,23.8,23.9,276.68,0.53
SouthBrazil1,6.9,9.4,16.42,0.63
SouthBrazil1,7.7,8.6,17.30,0.63
SouthBrazil1,9.5,13.8,34.69,0.63
SouthBrazil1,10.3,13.3,32.94,0.63
SouthBrazil1,10.2,12.8,37.53,0.62
SouthBrazil1,37.8,25.2,805.47,0.56
SouthBrazil1,9.8,13.8,47.62,0.61
SouthBrazil1,9.3,13.4,43.48,0.55
SouthBrazil1,12.4,18.8,112.04,0.84
SouthBrazil2,124.8,45.9,20415.96,0.71
SouthBrazil2,13.2,17.8,92.89,0.53
SouthBrazil2,57.3,37.1,4657.82,0.80
SouthBrazil2,9.7,12.6,37.47,0.66
SouthBrazil2,26.3,27.2,834.48,0.66
SouthBrazil2,27.9,25.1,226.36,0.39
SouthBrazil2,38.8,27.4,1405.50,0.62
SouthBrazil2,6.2,7.7,13.39,0.67
SouthBrazil2,6.4,7.7,11.67,0.67
SouthBrazil2,11.8,11.7,62.14,0.67
SouthBrazil2,15.4,18.5,82.92,0.54
SouthBrazil2,28.9,21.5,456.72,0.51
SouthBrazil2,11.3,11.3,64.38,0.77
SouthBrazil2,74.8,37.8,7310.74,0.73
SouthBrazil2,19.7,22.5,235.12,0.53
SouthBrazil2,11.1,16.1,83.92,0.78
SouthBrazil2,90.1,42.5,9655.32,0.64
SouthBrazil2,58.9,37.3,5067.79,0.65
SouthBrazil2,8.1,9.5,23.39,0.62
SouthBrazil2,8.9,11.2,46.11,1.05
SouthBrazil2,16.7,15.9,192.27,1.05
SouthBrazil2,5.6,9.1,9.49,0.52
SouthBrazil2,6.5,8.1,11.34,0.44
SouthBrazil2,7.5,9.8,14.20,0.44
SouthBrazil2,22.7,18.7,228.72,0.40
SouthBrazil2,15.0,13.5,103.67,0.58
SouthBrazil2,9.1,12.3,31.12,0.62
SouthBrazil2,13.4,18.4,101.90,0.62
SouthBrazil2,13.9,16.8,128.52,0.62
SouthBrazil2,5.2,8.5,6.77,0.66
SouthBrazil2,11.8,15.0,72.97,0.66
SouthBrazil2,10.7,13.0,41.76,0.69
SouthBrazil2,21.1,23.0,199.09,0.42
SouthBrazil2,37.6,28.8,1439.35,0.62
SouthBrazil2,7.7,10.6,20.53,0.45
SouthBrazil2,28.2,20.2,558.03,0.45
SouthBrazil2,33.4,25.0,596.11,0.45
SouthBrazil2,6.6,10.9,18.69,0.54
SouthBrazil2,15.3,14.4,112.61,0.54
SouthBrazil2,26.1,21.0,486.32,0.51
SouthBrazil2,6.1,7.5,6.74,0.43
SouthBrazil2,42.8,28.3,1361.67,0.76
SouthBrazil2,9.7,13.1,53.38,0.85
SouthBrazil2,11.7,11.6,65.41,0.71
SouthBrazil2,18.9,20.8,274.32,0.71
SouthBrazil2,29.9,23.9,673.84,0.53
SouthBrazil2,85.9,54.1,8186.78,0.60
SouthBrazil2,6.7,8.8,19.23,0.61
SouthBrazil2,14.2,9.7,124.26,0.61
SouthBrazil3,11.0,11.8,73.70,0.51
SouthBrazil3,18.9,19.4,119.90,0.37
SouthBrazil3,11.5,13.1,98.43,0.65
SouthBrazil3,11.4,13.9,52.18,0.51
SouthBrazil3,7.7,11.6,35.51,0.51
SouthBrazil3,8.2,11.6,44.79,0.51
SouthBrazil3,17.6,17.6,226.91,0.63
SouthBrazil3,7.7,10.8,25.60,0.52
SouthBrazil3,6.4,10.1,15.59,0.74
SouthBrazil3,7.6,11.7,31.21,0.74
SouthBrazil3,11.6,13.4,91.84,0.74
SouthBrazil3,15.8,16.0,160.15,0.74
SouthBrazil3,5.5,9.4,16.62,0.56
SouthBrazil3,12.4,18.9,132.86,0.78
SouthBrazil3,13.5,17.4,128.03,0.62
SouthBrazil3,14.9,20.9,216.81,0.62
SouthBrazil3,10.3,11.8,37.51,0.51
SouthBrazil3,9.5,13.2,56.23,0.84
SouthBrazil3,8.7,8.8,28.57,0.65
SouthBrazil3,14.3,17.6,121.26,0.52
SouthBrazil3,16.5,16.8,185.10,0.52
SouthBrazil3,12.8,12.7,61.85,0.63
SouthBrazil3,19.1,15.1,140.38,0.63
SouthBrazil3,9.7,13.5,69.06,0.69
SouthBrazil3,10.5,15.0,68.85,0.69
SouthBrazil3,12.6,13.6,93.12,0.69
SouthBrazil3,14.0,18.1,142.53,0.69
SouthBrazil3,8.5,12.5,35.02,0.71
SouthBrazil3,10.6,12.4,120.38,0.71
SouthBrazil3,7.9,12.5,29.45,0.94
SouthBrazil3,6.0,10.4,18.64,0.79
SouthBrazil3,12.0,17.2,118.61,0.79
SouthBrazil3,11.6,19.4,99.61,0.71
SouthBrazil3,16.5,17.9,150.65,0.51
SouthBrazil3,33.3,23.6,624.51,0.51
SouthBrazil3,6.5,9.8,22.27,0.58
SouthBrazil3,7.9,9.1,21.23,0.49
SouthBrazil3,9.6,15.0,43.18,0.49
SouthBrazil3,9.9,12.6,39.22,0.49
SouthBrazil3,11.6,15.4,79.62,0.49
SouthBrazil3,13.2,13.7,49.81,0.66
SouthBrazil3,13.4,16.4,39.63,0.49
SouthBrazil3,11.7,12.6,61.94,0.71
SouthBrazil3,9.3,11.1,49.15,0.72
SouthBrazil3,9.9,12.7,38.09,0.53
SouthBrazil3,9.9,12.7,35.42,0.53
SouthBrazil3,7.7,11.9,26.07,0.63
SouthBrazil3,9.1,17.8,36.36,0.63
SouthBrazil3,10.1,15.0,79.63,0.63
SouthBrazil3,13.2,20.4,118.71,0.72
SouthBrazil3,13.7,23.4,150.91,0.72
SouthBrazil3,34.5,27.7,1184.80,0.68
SouthBrazil3,8.1,11.7,95.93,0.63
SouthBrazil3,6.9,9.9,53.58,0.61
SouthBrazil3,8.6,8.7,34.73,0.61
SouthBrazil3,9.9,15.6,58.14,0.61
SouthBrazil3,10.3,13.8,61.28,0.61
SouthBrazil3,11.6,16.0,92.29,0.61
SouthBrazil3,7.3,14.2,59.86,0.59
SouthBrazil3,7.1,11.2,18.46,0.63
SouthBrazil3,8.9,12.6,54.58,0.63
SouthBrazil3,9.0,10.8,62.76,0.63
SouthBrazil3,15.9,23.9,292.07,0.84
SouthBrazil3,7.9,11.4,18.60,0.62
Sumatra,16.9,11.8,97.30,0.62
Sumatra,23.6,16.7,117.30,0.50
Sumatra,32.5,20.6,435.30,0.42
Sumatra,35.7,32.4,446.80,0.42
Sumatra,36.6,28.2,867.60,0.42
Sumatra,37.7,23.6,1224.90,0.42
Sumatra,39.8,26.1,965.50,0.42
Sumatra,11.5,14.0,48.50,0.73
Sumatra,7.6,12.3,13.30,0.52
Sumatra,28.3,11.4,197.40,0.52
Sumatra,30.6,20.2,491.30,0.52
Sumatra,9.9,7.2,25.90,0.38
Sumatra,12.1,14.6,56.00,0.38
Sumatra,15.6,8.6,56.90,0.38
Sumatra,18.8,11.0,147.10,0.38
Sumatra,27.1,22.9,337.70,0.38
Sumatra,9.6,8.5,26.30,0.50
Sumatra,12.4,10.5,25.40,0.50
Sumatra,17.2,10.6,80.70,0.50
Sumatra,8.0,10.5,18.70,0.47
Sumatra,33.9,20.2,608.40,0.47
Sumatra,11.8,12.5,35.10,0.50
Sumatra,12.4,12.5,27.20,0.50
Sumatra,10.5,11.0,34.40,0.50
Sumatra,48.1,24.0,1800.70,0.70
Sumatra,32.8,25.4,662.40,0.57
Sumatra,15.3,14.3,90.40,0.57
Sumatra,9.2,10.1,24.10,0.75
Sumatra,21.0,20.7,276.30,0.42
Sumatra2,22.6,23.4,308.23,0.48
Sumatra2,31.8,35.9,712.47,0.44
Sumatra2,32.5,32.9,728.08,0.49
Sumatra2,39.1,45.8,1923.11,0.41
Sumatra2,55.1,38.9,3746.99,0.60
Sumatra2,55.7,37.8,3658.23,0.58
Sumatra2,63.7,45.6,4257.88,0.42
Sumatra2,71.6,44.6,6654.74,0.48
Sumatra2,72.2,49.0,4043.49,0.39
Sumatra2,82.8,57.7,10080.05,0.51
Sumatra2,114.6,59.1,15740.83,0.45
Tanzania1,6.5,2.7,13.13,0.56
Tanzania1,8.0,4.0,18.66,0.55
Tanzania1,9.0,4.7,25.85,0.67
Tanzania1,9.0,7.0,31.99,0.67
Tanzania1,14.0,5.2,63.20,0.42
Tanzania1,15.0,8.0,77.00,0.55
Tanzania1,21.3,11.0,171.79,0.55
Tanzania1,23.0,6.4,187.53,0.42
Tanzania1,24.2,9.7,233.41,0.67
Tanzania1,24.5,14.0,395.73,0.55
Tanzania1,25.2,9.8,371.29,0.74
Tanzania1,25.5,7.3,333.69,0.74
Tanzania1,27.0,7.6,206.57,0.74
Tanzania1,27.0,13.0,399.89,0.42
Tanzania1,28.0,7.3,307.07,0.67
Tanzania1,28.0,8.3,445.02,0.42
Tanzania1,29.0,9.0,417.12,0.56
Tanzania1,30.0,7.0,206.87,0.65
Tanzania1,32.0,12.0,533.45,0.55
Tanzania1,32.0,13.7,427.53,0.42
Tanzania1,34.0,9.8,698.69,0.74
Tanzania1,36.0,8.0,435.23,0.55
Tanzania1,37.0,12.0,416.40,0.67
Tanzania1,40.0,16.0,994.56,0.76
Tanzania1,41.0,14.0,1431.45,0.74
Tanzania1,45.0,15.0,803.14,0.74
Tanzania1,47.0,12.9,653.67,0.74
Tanzania1,48.0,17.0,1724.51,0.55
Tanzania1,52.0,16.0,1271.17,0.55
Tanzania1,52.0,18.7,1828.36,0.55
Tanzania1,57.0,15.0,2562.16,0.55
Tanzania1,58.0,13.6,1712.88,0.69
Tanzania1,63.0,16.7,2638.88,0.55
Tanzania1,64.0,19.0,4074.48,0.55
Tanzania1,73.3,18.5,4510.53,0.55
Tanzania1,74.0,19.5,4941.36,0.55
Tanzania1,76.0,19.0,5143.00,0.74
Tanzania1,78.0,17.9,4345.78,0.55
Tanzania2,6.4,6.5,23.88,0.76
Tanzania2,8.9,3.5,28.75,0.66
Tanzania2,9.0,6.0,23.52,0.41
Tanzania2,9.1,7.5,39.83,0.76
Tanzania2,13.5,6.7,60.85,0.56
Tanzania2,15.0,12.0,84.61,0.56
Tanzania2,15.9,12.0,85.62,0.56
Tanzania2,16.0,7.4,63.26,0.99
Tanzania2,16.4,7.6,49.96,0.51
Tanzania2,18.0,15.3,144.61,0.87
Tanzania2,20.3,10.5,183.31,0.62
Tanzania2,20.9,14.0,194.89,0.56
Tanzania2,22.7,14.5,113.68,0.67
Tanzania2,25.0,12.3,231.55,0.63
Tanzania2,25.0,16.5,278.97,0.86
Tanzania2,26.0,17.1,300.73,0.56
Tanzania2,27.0,17.2,353.01,0.63
Tanzania2,27.5,11.0,178.72,0.67
Tanzania2,28.0,11.9,407.91,0.56
Tanzania2,30.0,9.0,430.09,0.61
Tanzania2,30.2,10.6,485.68,0.56
Tanzania2,31.5,11.2,299.34,0.41
Tanzania2,34.0,13.0,500.05,0.56
Tanzania2,35.3,18.0,779.81,0.67
Tanzania2,36.0,13.0,748.37,0.72
Tanzania2,36.0,13.0,731.94,0.62
Tanzania2,40.0,18.2,1079.39,0.56
Tanzania2,42.5,20.0,1588.65,0.74
Tanzania2,45.0,14.8,1322.39,0.72
Tanzania2,50.0,15.0,2236.57,0.74
Tanzania2,50.0,20.1,1933.02,0.56
Tanzania2,51.0,14.0,900.73,0.75
Tanzania2,54.0,15.7,1909.19,0.56
Tanzania2,60.0,18.5,2050.64,0.61
Tanzania2,62.0,14.7,2822.19,0.55
Tanzania2,67.0,19.5,3214.89,0.56
Tanzania2,68.0,24.0,4498.80,0.67
Tanzania2,75.0,25.0,5599.69,0.95
Tanzania2,76.0,22.0,4060.58,0.67
Tanzania2,82.0,25.0,8040.18,0.56
Tanzania2,101.9,25.7,9996.96,0.67
Tanzania2,110.0,27.5,10418.83,0.67
Tanzania3,8.0,7.0,21.00,0.63
Tanzania3,8.0,5.0,13.49,0.69
Tanzania3,10.2,6.3,36.49,0.74
Tanzania3,10.6,9.3,25.34,0.74
Tanzania3,11.6,8.0,30.06,0.67
Tanzania3,17.0,10.6,172.72,0.76
Tanzania3,18.0,9.8,115.94,0.63
Tanzania3,18.0,7.3,189.11,0.67
Tanzania3,18.0,8.1,111.64,0.55
Tanzania3,21.0,10.4,179.88,0.76
Tanzania3,22.0,8.6,196.03,0.55
Tanzania3,24.0,9.0,169.06,0.74
Tanzania3,25.0,12.9,338.44,0.74
Tanzania3,26.3,14.8,416.92,0.74
Tanzania3,27.0,12.3,323.44,0.58
Tanzania3,28.0,10.0,279.88,0.55
Tanzania3,35.0,13.0,551.95,0.55
Tanzania3,35.0,11.0,544.89,0.58
Tanzania3,38.0,14.3,974.47,0.56
Tanzania3,38.0,12.0,1188.02,0.58
Tanzania3,43.0,11.0,914.27,0.55
Tanzania3,44.0,17.0,1795.39,0.74
Tanzania3,44.0,15.6,1366.04,0.76
Tanzania3,45.0,18.0,1246.53,0.72
Tanzania3,46.0,18.8,1490.17,0.55
Tanzania3,48.0,17.0,1885.34,0.62
Tanzania3,50.0,17.2,2146.08,0.63
Tanzania3,51.0,15.0,1691.43,0.72
Tanzania3,52.0,19.2,1972.29,0.74
Tanzania3,53.0,19.0,2591.77,0.67
Tanzania3,53.0,15.1,2249.32,0.70
Tanzania3,54.0,13.6,1958.52,0.63
Tanzania3,55.0,17.0,3583.77,0.70
Tanzania3,58.0,17.0,2350.74,0.67
Tanzania3,63.0,12.3,2081.16,0.70
Tanzania3,64.0,11.4,2371.64,0.74
Tanzania3,71.0,21.0,4158.71,0.67
Tanzania3,79.0,26.0,6227.15,0.67
Tanzania4,6.7,7.3,17.82,1.08
Tanzania4,10.0,6.0,26.02,0.76
Tanzania4,10.0,6.0,23.12,0.79
Tanzania4,14.0,8.0,54.98,0.73
Tanzania4,15.0,6.8,40.35,0.80
Tanzania4,15.2,5.6,116.06,1.08
Tanzania4,16.0,8.7,142.91,0.76
Tanzania4,20.0,11.0,174.24,0.42
Tanzania4,21.0,10.3,180.33,0.79
Tanzania4,22.0,9.2,241.40,0.79
Tanzania4,24.0,16.5,282.71,0.85
Tanzania4,24.0,10.5,238.53,0.42
Tanzania4,26.0,11.9,276.67,0.72
Tanzania4,26.0,8.5,286.89,0.51
Tanzania4,27.2,13.4,527.48,0.72
Tanzania4,28.2,15.0,335.75,0.56
Tanzania4,30.0,12.0,445.36,0.99
Tanzania4,32.0,13.0,600.71,0.63
Tanzania4,33.0,15.7,905.24,0.72
Tanzania4,36.0,18.2,940.31,0.69
Tanzania4,36.0,10.0,521.19,0.56
Tanzania4,38.0,14.8,737.05,0.73
Tanzania4,41.0,15.5,958.88,0.63
Tanzania4,42.0,17.0,1362.02,0.55
Tanzania4,47.0,16.7,1732.31,0.55
Tanzania4,48.5,22.0,1739.36,0.74
Tanzania4,49.0,17.0,1550.27,0.63
Tanzania4,57.0,22.0,1974.93,0.67
Tanzania4,63.0,20.0,3240.57,0.74
Tanzania4,66.0,22.5,4473.19,0.63
Tanzania4,68.0,20.4,4598.29,0.72
Tanzania4,74.0,21.0,3177.99,0.67
Tanzania4,84.0,23.8,4957.04,0.67
Tanzania4,95.0,26.0,8790.16,0.67
Venezuela2,21.7,24.6,341.67,0.72
Venezuela2,55.4,30.0,3918.82,0.74
Venezuela2,82.3,26.3,3346.91,0.77
Venezuela2,42.0,22.9,1715.81,0.73
Venezuela2,50.3,27.0,1403.89,0.76
Venezuela2,12.8,23.8,96.33,0.56
Venezuela2,38.8,23.4,1163.61,0.53
Venezuela2,12.0,18.8,76.82,0.56
